id,area,claim,confidence,status,primary_evidence,cross_check,implementation,documentation
WIN-INPUT-002,input/replay,"Win32 state 2 uses live keyboard OR normalized joystick when demo playback is off, but replay channels replace exactly left/right/launch/load/shield/rapid when playback is on. A/Z vertical player input is consumed outside those replay gates and therefore remains live during playback.",high,established,BIN-WIN-SW-01 state2 control blocks 0x0040C98F..0x0040CCED and player block 0x0040DDBA..0x0040DEDD,Replay channels 1..6 are independently decoded; DOS active gameplay exhibits the same six semantic substitutions,include/drone/gameplay/input.hpp; src/gameplay/input.cpp; tests/test_gameplay.cpp,docs/reverse/INPUT.md; docs/reverse/DEMO_REPLAY.md
DOS-INPUT-001,input/gameport,"DOS active gameplay normalizes standard game-port buttons into rapid/load/launch/shield bytes and horizontal axis into independent left/right bytes, then combines those live sources with keyboard controls before the same six replay-channel substitutions used by Win32.",high,established,BIN-DOS-SW-01 0x0006BAD0..0x0006BC0C plus gameplay 0x00078940..0x00078CC9 and player input around 0x00079Dxx..0x00079F27,DOS demo recording/playback arrays carry the same six action meanings as the byte-identical Win32 demo files,include/drone/gameplay/input.hpp; src/gameplay/input.cpp; tests/test_gameplay.cpp,docs/reverse/INPUT.md; docs/reverse/DOS_WINDOWS_CORRESPONDENCE.md
CROSS-INPUT-001,input/architecture,"The DOS and Win32 shareware builds converge on the same six replayable gameplay actions despite different physical input APIs, and neither exposes one packed canonical action bitfield. A portable independent-Boolean semantic frame is therefore the clean compatibility boundary rather than a recreation of DirectInput or DOS game-port state.",high,established,CORR-INPUT-001; BIN-WIN-SW-01 and BIN-DOS-SW-01 input consumers,Byte-identical shared demo DAT corpus fixes channel meanings across builds,include/drone/gameplay/input.hpp; src/gameplay/input.cpp; tests/test_gameplay.cpp,docs/reverse/INPUT.md; docs/ARCHITECTURE.md
WIN-TEXT-002,rendering/ui/font,"Win32 FONT2 uses exactly 64 0x14-byte descriptors at 0x00466C90, laid out as a 16x4 grid of 7x5 masks in 8x6 cells; fields are mutable x/y, width, height and mask pointer, and the table is indexed by character-0x20.",high,established,BIN-WIN-SW-01 0x00401470 lazy-init loop through 0x00467190; 0x00401570/0x004015D0/0x00401630 helpers,font2.jba literal at 0x0042B05C and exact DOS counterpart CORR-TEXT-001,include/drone/fidelity/font2.hpp; src/fidelity/font2.cpp; tests/test_formats.cpp,docs/reverse/BITMAP_FONT.md
DOS-TEXT-001,rendering/ui/font,"DOS 0x000809B0 implements the same FONT2 lazy glyph cache: 64 descriptors x 0x14 bytes at data offset 0x6F80, 7x5 masks, identical 16x4 gutter geometry, width*height+1 allocation and character-0x20 lookup.",high,established,BIN-DOS-SW-01 0x000809B0 plus 0x000694EC/0x0006958C/0x00083CB0; LE internal xref to FONT2.JBA,Win32 FONT2 table and helper algorithms match field-for-field,include/drone/fidelity/font2.hpp; src/fidelity/font2.cpp; tests/test_formats.cpp,docs/reverse/BITMAP_FONT.md; docs/reverse/DOS_WINDOWS_CORRESPONDENCE.md
CROSS-TEXT-001,rendering/ui/architecture,"The formerly unknown 0x14-byte cleanup stride is the cross-build FONT2 glyph descriptor/cache, not a gameplay entity family; DOS and Win32 agree on descriptor size, fields, table length, crop equations, ASCII domain and mask-render semantics.",high,established,CORR-TEXT-001; WIN-STRUCT-001; DOS-STRUCT-001,Independent FONT2.JBA references and nearly identical initialization/render loops in both executables,include/drone/fidelity/font2.hpp; src/fidelity/font2.cpp; tests/test_formats.cpp,docs/reverse/BITMAP_FONT.md; docs/reverse/STRUCTURE_RECOVERY.md
WIN-ENTITY-001,structures/entity,The Win32 common 0x154 entity uses +0x30 as accumulated damage and +0x31 as the destruction threshold; collision paths add damage and retire/destroy the entity when accumulated damage reaches the threshold.,high,established,BIN-WIN-SW-01 0x0040EE36 onward and trajectory collision/destruction region around 0x004164A8,DOS 0x0007F82B..0x0007F850 uses the same +0x30/+0x31 protocol,trajectory template combat metadata; tests/test_gameplay.cpp,docs/reverse/ENTITY_LAYOUT.md; docs/reverse/STRUCTURE_RECOVERY.md
WIN-ENTITY-002,structures/entity/combat,"For common destructible/trajectory entities, Win32 +0x14F is destruction burst count and signed +0x150 is score contribution; the destruction path emits one or N bursts and adds/subtracts score value from score/extra-life progress according to outcome.",high,established,BIN-WIN-SW-01 destruction sites 0x0040EE67/0x0040EED3/0x00416[1-5]xx and score accesses to +0x150,DOS +0x14D/+0x14E at 0x0007F86C..0x0007F98B reproduce burst loop and dual score/progress addition,include/drone/gameplay/trajectory_templates.hpp; manifests/trajectory_group_templates.csv,docs/reverse/ENTITY_LAYOUT.md; docs/reverse/TRAJECTORY_GROUPS.md
WIN-ENTITY-003,structures/entity/layout,"The canonical Win32 entity preserves an unreferenced 128-byte block at +0xC0..+0x13F between the 32-frame pointer table and current-frame byte; no canonical direct consumer was found, so clean code must not invent semantics for it.",high,established,complete direct-offset search of BIN-WIN-SW-01 plus 0x00401780 initializer/0x00401660 blitter boundaries,DOS preserves the same 128-byte gap at +0xBE..+0x13D,none: deliberately omitted from semantic clean engine,docs/reverse/ENTITY_LAYOUT.md
CORR-ENTITY-002,structures/cross-build,"DOS 0x14F and Win32 0x154 sprite/entity records are an established field-level family correspondence: early gameplay fields align, the DOS frame table begins two bytes earlier (+0x3E vs +0x40), subsequent frame/status/tail metadata stay two bytes earlier, and Win32 has three additional unreferenced tail bytes.",high,established,"DOS 0x00068220 init, 0x000682D0 free, 0x00068300 blit, 0x0007F800 destruction; Win32 0x00401780/0x00401820/0x00401660 and corresponding destruction paths","same damage threshold, burst count and score-value semantics at matched offsets after layout shift",semantic clean structures only; raw packed ABI intentionally not reproduced,docs/reverse/ENTITY_LAYOUT.md; docs/reverse/DOS_WINDOWS_CORRESPONDENCE.md
WIN-ENTITY-004,structures/entity/variants,Several common-entity offsets are explicit family overlays rather than universal fields: +0x08/+0x0C and +0x1C/+0x1E are 16.16 breakaway accumulators/exit targets in trajectory mode 10; +0x34 is a boss destruction counter in boss roots but reused elsewhere; +0x14E is an effect-growth flag or Probe/Stinger attachment state depending on family.,high,established,BIN-WIN-SW-01 update_trajectory_groups 0x00415FA0; boss update sites around 0x004143E0; effect/special-object +0x14E consumers,DOS special-object +0x14C corresponds to Win32 contextual +0x14E reuse,clean modules retain subsystem-specific semantic state rather than one raw entity struct,docs/reverse/ENTITY_LAYOUT.md; docs/reverse/STRUCTURE_RECOVERY.md
WIN-PAL-001,render/palette,"Win32 0x004011E0 is an inclusive DirectDraw palette-range upload wrapper over a 0x44-stride source, using RGB low bytes at source+i*0x44+8/+12/+16 and SetEntries for last-first+1 entries",high,established,0x004011E0 disassembly and state-2/JBA call sites,base source 0x00441C20 and working source 0x00455B80 used repeatedly,src/fidelity/palette_effects.cpp upload-range planning; host adapter boundary,docs/reverse/PALETTE_EFFECTS.md
WIN-PAL-002,render/palette,"Win32 0x00403490 is a generic working-palette animation kernel visiting exactly 64..170, 192..213 and 224..233, with signed RGB steps, negative clamp, blue-channel upper/lower direction changes, stop deactivation and 2-percent inactive activation",high,established,0x00403490 disassembly,state-2 direct call at 0x00411402 under phase-2 and late-settlement gates,advance_generic_gameplay_palette_animation,docs/reverse/PALETTE_EFFECTS.md
WIN-PAL-003,render/palette,"Win32 0x0041EFE0 initializes four purpose-built gameplay palette bands: flashes 110..112, red breathing 96..102, timed yellow 128..148 and timed green 103..109 with exact rand-derived state",high,established,0x0041EFE0 disassembly,paired consumer 0x0041EE90 and state-2 call at 0x0041141F,initialize_gameplay_palette_effect_bands,docs/reverse/PALETTE_EFFECTS.md
WIN-PAL-004,render/palette,"Win32 0x0041EE90 advances the four initialized gameplay palette bands with a 65-step sparse-white flash cycle, red clamps 6..255 with +/-4 reversal, and independent timer/toggle bright-dark bands",high,established,0x0041EE90 disassembly,state-2 call at 0x00411448 suppressed during Drone/Mothership destruction,advance_gameplay_palette_effect_bands,docs/reverse/PALETTE_EFFECTS.md
WIN-PAL-005,render/palette,Settled Win32 state-2 presentation slices working-palette uploads by gameplay phase: phase0 32..42+64..110; phase1 111..156; phases2/3 157..170+192..213+224..234; unsettled paths upload 0..255,high,established,state-2 0x00411496..0x00411556,0x004011E0 proves inclusive endpoint semantics,gameplay_palette_upload_ranges,docs/reverse/PALETTE_EFFECTS.md
FMT-JBA-002,JBA/small-pcx,"The three canonical Windows-only small JBA files use a self-describing wrapper: byte 0 is an opaque-preamble length N, the PCX header starts at 1+N, and the PCX RLE stream expands to exactly 128x128 indexed pixels before a markerless raw 768-byte RGB8 palette.",high,established,"Sights/Logo.jba, River.jba, Screen.jba from canonical Windows shareware corpus",Independent offsets 65/5/39 equal 1+prefix byte; all headers and decoded/trailer boundaries agree,include/drone/formats/jba.hpp; src/formats/jba.cpp; manifests/small_jba_pcx.csv; tests/test_formats.cpp,docs/formats/JBA.md
WIN-JBA-006,JBA/runtime-ownership,"Canonical Win32 Drone_sw.exe contains normal runtime JBA asset names but no ASCII references to Logo.jba, River.jba or Screen.jba; the small-JBA physical format is established without claiming a canonical game-runtime consumer.",high,established,BIN-WIN-SW-01 complete ASCII-string inventory plus installed-file corpus,smallogo.jba and many gameplay JBA names are present while the three small-family filenames are absent,manifests/small_jba_pcx.csv,docs/formats/JBA.md
WIN-RENDER-004,render/composition,The ordinary Win32 state-2 presentation tail has an exact corrected 19-pass relative order: world viewport; three coarse world/effect spans separated by debris-particle and Drone-detonation overlays; scaled overlays; initial gameplay palette fade; HUD/outcome cursor/target/shield/status layers; dynamic palette animation; optional host pacing; palette upload; final framebuffer present.,high,established,Direct call order and shared software-framebuffer/palette ownership establish visible occlusion and host-boundary precedence; Phase-3 scaled/fade pass corrected the earlier 18-pass omission,Direct call order and shared software-framebuffer/palette ownership establish visible occlusion and host-boundary precedence,include/drone/fidelity/presentation_order.hpp; src/fidelity/presentation_order.cpp; tests/test_fidelity.cpp,docs/reverse/PRESENTATION_ORDER.md; docs/reverse/FRAMEBUFFER_PIPELINE.md
WIN-HUD-001,render/hud,"Win32 state-2 renders score at y=190 with x=309/301/293/285 for 1/2/3/4-digit widths and lives at (309,180), both through FONT2 palette index 28.",high,established,BIN-WIN-SW-01 0x00410F36..0x00411017,draw_bitmap_text 0x00401470 establishes x/y/color/text/framebuffer argument roles,include/drone/fidelity/hud_presentation.hpp; src/fidelity/hud_presentation.cpp; tests/test_fidelity.cpp,docs/reverse/HUD_PRESENTATION.md
WIN-HUD-002,render/hud,"The six-Drone outcome HUD is a vertical mini-probe strip using common entity 0x00433548: x=3, y=160-i*19; raw values 1..3 select miniprg/miniprb/miniprr frames 0..2 and other values are skipped.",high,established,BIN-WIN-SW-01 init 0x00407E73..0x00407F18; render 0x0041101A..0x004110A2,"canonical gameplay outcome ledger independently establishes values 0 unresolved,1 disarmed,2 detonated",plan_drone_outcome_markers; manifests/hud_presentation.csv,docs/reverse/HUD_PRESENTATION.md; docs/reverse/DRONE_OUTCOMES.md
WIN-HUD-003,render/hud/special,"The Probe/Stinger late HUD has exact state/timer text semantics at (5,190): activity0 MISS<110, activity1 READY, activity3 SEEKING, and activity2 DECODING/DISARMING/DISARMED! selected by decode timers; DISARMED uses palette 57 and holds <200.",high,established,BIN-WIN-SW-01 0x004111E6..0x004113B3 plus jump table 0x00411E5C,special projectile update writers reset/suppress miss timer at 0x0045A17A,plan_special_weapon_status; tests/test_fidelity.cpp,docs/reverse/HUD_PRESENTATION.md; docs/reverse/SPECIAL_WEAPONS.md
WIN-HUD-004,render/hud/shield,"render_shield_meter draws shield_energy>>16 rows as a 4-pixel-wide bar at x=313 from y=138 upward, using palette 27 for rows0..10, 57 for 11..25 and 28 for 26+.",high,established,BIN-WIN-SW-01 0x0041EB70..0x0041EBD7,player_shield_energy high-word semantics already established by gameplay recharge/drain paths,plan_shield_meter_rows; tests/test_fidelity.cpp,docs/reverse/HUD_PRESENTATION.md; docs/reverse/SHIELD.md
WIN-RENDER-005,render/world-composition,"The coarse Win32 pre-HUD sprite spans decompose into an exact 28-subpass world/effect order: fixed boss composites, a 650-record direct point-particle bank, Drone/flare/chute/special sprites, Gemini procedural surface work, Gemini body/head pairs, unscaled explosion pools, debris pixels, interleaved junk1/junk2/wheel sprites, Drone detonation noise, retro/trajectory/projectile/player layers and a late 15-slot impact pool.",high,established,BIN-WIN-SW-01 0x004100DD..0x00410C0B,Asset loaders and pool update/producers independently establish key family roots and the point-particle/debris/explosion distinctions,include/drone/fidelity/world_presentation_subpasses.hpp; src/fidelity/world_presentation_subpasses.cpp; manifests/presentation_world_subpasses.csv; tests/test_fidelity.cpp,docs/reverse/WORLD_PRESENTATION_SUBPASSES.md; docs/reverse/PRESENTATION_ORDER.md
WIN-RENDER-006,render/scaled-overlays,"Win32 state-2 scaled presentation visits active +0x14E-routed miniexp1/explode1 pool members, then a shared three-sprite objective-destruction debris effect using debris1/debris2a/debris3; the debris grows symmetrically only on gameplay phase 2 and is shared by Mothership destruction and Drone detonation.",high,established,BIN-WIN-SW-01 0x00410C15..0x00410E9D,Mothership producer 0x00412E66..0x00412F30 and Drone detonation producer 0x0041D558..0x0041D63D independently seed the same flag/entities/velocities,include/drone/fidelity/scaled_overlay_presentation.hpp; src/fidelity/scaled_overlay_presentation.cpp; manifests/scaled_overlay_presentation.csv; tests/test_fidelity.cpp,docs/reverse/SCALED_OVERLAYS.md; docs/reverse/PRESENTATION_ORDER.md
WIN-PAL-006,render/palette,Win32 state-2 contains an initial gameplay palette fade at 0x00410E9D..0x00410F34: for counter 0..60 it subtracts trunc(255-counter*4.19) from every base RGB channel with zero clamp; the counter advances only on gameplay phase 2 to 62 and counter 61 is the palette-band initialization handoff.,high,established,BIN-WIN-SW-01 0x00410E9D..0x00410F34; counter update 0x0040C06C..0x0040C081,x87 helper 0x00421E90 explicitly selects truncate-toward-zero; session init clears 0x004D95FC,gameplay_palette_fade_subtract; apply_gameplay_palette_fade_from_base; advance_gameplay_palette_fade_counter; tests/test_fidelity.cpp,docs/reverse/PALETTE_EFFECTS.md; docs/reverse/PRESENTATION_ORDER.md
WIN-HUD-005,render/hud,The former auxiliary HUD sprite is square.jba at common entity 0x0042F040: a 13x18 green outcome-slot outline at x=2 whose target Y starts at 159 and decreases by 19 per committed Drone outcome; phase 2 moves current Y upward one pixel until target and the cursor is disabled after the sixth outcome.,high,established,BIN-WIN-SW-01 loader 0x00407D9F..0x00407DE5; session init 0x00417F7A..0x00417FCB; render 0x004110A4..0x004110DC,Outcome transition paths 0x0040C1AA and 0x0040E772 subtract 19 from entity +0x1E; six-outcome completion clears 0x0042F182,plan_drone_outcome_cursor; advance_drone_outcome_cursor_y; manifests/hud_presentation.csv; tests/test_fidelity.cpp,docs/reverse/HUD_PRESENTATION.md; docs/reverse/PRESENTATION_ORDER.md
WIN-TRAJ-007,gameplay/trajectory/spawn,"The live Win32 state-2 common trajectory-wave producer selects an inactive fixed group; the initial candidate may be group 0 and a busy scan wraps the end of the 17-group pool back to group 1, sets mode 2, resets every fixed slot to inactive/path index 0/path step +1/damage 0/frame 0, immediately activates slot 0 at path sample zero plus group/formation offsets, seeds active/activated counts to 1, clears the stagger counter and increments the global active-group count; the normal trajectory updater performs later stagger activation.",high,established,"BIN-WIN-SW-01 0x0040D390..0x0040D947, especially mode write near 0x0040D538 and slot reset/first activation 0x0040D847..0x0040D899",0x00415FA0 independently consumes mode-2 groups and the same stagger/active/activated fields; fixed template metadata supplies entity count/path family/interval,include/drone/gameplay/trajectory_encounter.hpp; src/gameplay/trajectory_encounter.cpp; src/gameplay/game_session.cpp; tests/test_trajectory_encounter.cpp; tests/test_game_session.cpp,docs/reverse/TRAJECTORY_GROUPS.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-BOSS-009,gameplay/boss/lid-top,"After lid activity 2 reaches counter 25 and awards +100, Lid/Top sets top activity 2; the earlier top-state2 block advances top +0x32 only on gameplay phase 2 and clears top activity at exactly 30 ticks.",high,established,BIN-WIN-SW-01 0x004169E6..0x00416A12 and 0x00416C48..0x00416CC0,"Same updater ordering proves a newly-created top state2 cannot consume a top-retirement tick until a later gameplay update",src/gameplay/boss_encounter.cpp; tests/test_boss_encounter.cpp,docs/reverse/LID_TOP_BOSS.md
WIN-BOSS-010,gameplay/boss/gemini,"Gemini has independent side-A/side-B threshold-crossing branches that each set the corresponding body to activity 2 and award +100/+100; each body activity-2 counter advances only on gameplay phase 2 and clears at exactly 20 ticks.",high,established,BIN-WIN-SW-01 0x004054F5..0x00405526; 0x00405731..0x004057AE; 0x004059FF..0x00405A30; 0x00405C13..0x00405C81,"Symmetric branches preserve independent awards and retirement counters; init 0x00405EF0 sets both bodies/heads active",src/gameplay/boss_encounter.cpp; tests/test_boss_encounter.cpp,docs/reverse/GEMINI_BOSS.md
WIN-DRONE-005,gameplay/drone/progression,"The normal Win32 Drone objective advances on gameplay phase 2 from reset position (155,-850): unresolved Y increments while below 45, transient -117/-40 landmarks are immediately replaced by -116/-39, Y=44 resets the hold counter, and unresolved Y=45 increments that 16-bit counter with an exact timeout comparison at 4200.",high,established,BIN-WIN-SW-01 0x0040E4A8..0x0040E663; reset 0x004186FD..0x00418723,"Shared phase scheduler establishes phase 2; Drone entity root and demo channels independently establish X/Y ownership",include/drone/gameplay/drone_objective.hpp; src/gameplay/drone_objective.cpp; tests/test_drone_objective.cpp,docs/reverse/DRONE_OUTCOMES.md; docs/GAME_SESSION.md
WIN-DRONE-006,gameplay/drone/progression,"Completed Probe decode status 1 releases the Drone from Y=45 through the later phase-2 +1 branch; after Y=230 resets settlement, the next move reaches Y=231 and the original clears decode status, freezing Y there until settlement scalar 0x004D9600 equals exactly 60 and the mission transition runs.",high,established,BIN-WIN-SW-01 0x0040E663..0x0040E760; early settlement update 0x0040C06C..0x0040C08D,"Existing Y=201 disarm commit and mission-transition reducer independently establish the normal outcome path",include/drone/gameplay/drone_objective.hpp; src/gameplay/drone_objective.cpp; src/gameplay/game_session.cpp; tests/test_drone_objective.cpp; tests/test_game_session.cpp,docs/reverse/DRONE_OUTCOMES.md; docs/GAME_SESSION.md
WIN-DRONE-007,gameplay/drone/session,"Because the pre-boss dispatch compares the same owned Drone Y against exactly -200 after normal Drone update, GameSession can derive Lid/Top or Gemini activation directly from phase-2 Drone motion instead of consuming an external boundary event; normal processed-count 1/2 mission transitions then rebuild Drone Y as (-7-count)*150, with count 2 explicitly zeroing lives for shareware EndRun.",high,established,BIN-WIN-SW-01 0x0040E760..0x0040E849; run_mission_outcome_transition count2 0x0041DD55..0x0041DD81; common reset 0x0041E263,"Reset-scope split and six-way transition plan already established; shareware boss dispatch slots independently classified",src/gameplay/game_session.cpp; tests/test_game_session.cpp,docs/GAME_SESSION.md; docs/PHASE4.md; docs/reverse/DRONE_OUTCOMES.md
WIN-DRONE-008,gameplay/drone/detonation,0x00491CAC is the 16-bit Drone destruction countdown: canonical idle is 100; unresolved Y=45 timeout starts it at 0 only when >99; the pre-phase state-2 block increments values below 100 and when an increment reaches 99 immediately increments to 100 before triggering Drone detonation.,high,established,BIN-WIN-SW-01 0x0040BDB0..0x0040BFB5; timeout producer 0x0040E594..0x0040E657,Rapid-missile and Stinger collision branches independently write the same scalar to zero only when idle; session reset initializes it to 100,include/drone/gameplay/drone_objective.hpp; src/gameplay/drone_objective.cpp; tests/test_drone_objective.cpp; tests/test_game_session.cpp,docs/reverse/DRONE_OUTCOMES.md; docs/GAME_SESSION.md
WIN-DRONE-009,gameplay/drone/detonation,"At countdown trigger the Win32 path restores countdown 100, calls 0x0041D220, sets Drone activity 2, captures the 15x38 sprite center as x+7/y+19, clears Probe completion, resets detonation tick and destruction settlement, applies -1000 score with floor0 and clears extra-life progress, then commits outcome2 and increments processed_count; the later same-update state2 tick increments detonation tick from 0 to 1.",high,established,BIN-WIN-SW-01 0x0040BF47..0x0040BFB5; 0x0041D220..0x0041D68F; detonation tick 0x0040C05A..0x0040C06C,Existing score helper and mission outcome ledger independently establish the penalty and outcome semantics; Drone geometry established from common entity fields,src/gameplay/drone_objective.cpp; src/gameplay/game_session.cpp; tests/test_drone_objective.cpp; tests/test_game_session.cpp,docs/reverse/DRONE_OUTCOMES.md; docs/GAME_SESSION.md
WIN-DRONE-010,gameplay/drone/detonation,"The logical detonation tick caps at330; post-trajectory 0x0041E4D0 runs only on gameplay phase0 with tick>25 and Drone activity2, resets Drone +0x32 at tick329 and increments it for tick>329; the earlier state2 gate settles destruction only when +0x32>70, runs the mission interstitial first when lives>1, then decrements lives unconditionally and rebuilds Drone Y from processed_count. Shareware destructive count2 can therefore leave signed lives=-1 because its EndRun transition zeroes lives before the caller decrement.",high,established,BIN-WIN-SW-01 0x0040C05A..0x0040C06C; 0x0040C165..0x0040C218; 0x0041E4D0..0x0041E676; count2 0x0041DD55..0x0041DD81,Normal mission-transition plan independently establishes count1 Gemini/count2 Results; player-lives scalar is signed 32-bit and post-game tests <=0,src/gameplay/drone_objective.cpp; src/gameplay/game_session.cpp; tests/test_drone_objective.cpp; tests/test_game_session.cpp,docs/reverse/DRONE_OUTCOMES.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-RNG-001,runtime/random,Win32 0x00421ED0 is the classic MSVC 15-bit CRT PRNG: uint32 state is updated as state*214013+2531011 with wrap and the return value is (state>>16)&0x7fff; 0x00421EC0 stores the caller-supplied seed.,high,established,BIN-WIN-SW-01 0x00421EC0..0x00421EFA,"Existing function ledger independently identifies the srand/rand pair and many gameplay consumers; seed-1 sequence 41,18467,6334 matches the recovered arithmetic.",include/drone/gameplay/original_random.hpp; src/gameplay/original_random.cpp; tests/test_drone_weapon_interaction.cpp,docs/reverse/SPECIAL_WEAPONS.md; docs/RESEARCH_LOG.md
WIN-PROBE-002,gameplay/probe/disarm,"A blue Probe hitting an active Drone through the point-hitbox producer enters special state2, awards +10 score/progress, initializes two decode timers, then status 0 phase1 transitions to status3 and immediately advances phase2 to tick1 in the same update; phase2 completion consumes rand()%60+40, awards +500 score/progress and writes status1 complete.",high,established,BIN-WIN-SW-01 0x0040CDB3..0x0040CEE8; 0x0040F655..0x0040F7F7,Demo playback substitutes fixed 210/150 thresholds; live thresholds independently use difficulty global 0x0042B1A8 and two CRT-rand modulo-70 draws; normal Drone path consumes completed status1.,include/drone/gameplay/special_weapon.hpp; src/gameplay/special_weapon.cpp; src/gameplay/game_session.cpp; tests/test_drone_weapon_interaction.cpp; tests/test_game_session.cpp,docs/reverse/SPECIAL_WEAPONS.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-DRONE-HIT-001,gameplay/drone/collision,"Rapid missiles and a launched Probe/Stinger test active Drone root 0x00446080 with 0x00401F60 point-vs-hitbox, not opaque-pixel collision; the 15x38 Drone has inclusive 12x32 extents. The first rapid missile or red Stinger hit while destruction countdown>99 starts countdown0 and requests eight hit effects, while a blue Probe follows the attach/decode path.",high,established,BIN-WIN-SW-01 0x0040F206..0x0040F2ED; 0x0040F62D..0x0040F7F7; hitbox primitive 0x00401F60,"0x00401780 computes 0.85 collision extents, yielding int(15*0.85)=12 and int(38*0.85)=32; both destructive branches write shared countdown 0x00491CAC=0 only from idle gating.",include/drone/gameplay/drone_weapon_interaction.hpp; src/gameplay/drone_weapon_interaction.cpp; src/gameplay/game_session.cpp; tests/test_drone_weapon_interaction.cpp,docs/reverse/COLLISION.md; docs/reverse/RAPID_MISSILES.md; docs/reverse/SPECIAL_WEAPONS.md; docs/GAME_SESSION.md
WIN-BOMB-005,gameplay/projectiles/collision,"In the late state-2 bomb loop, each active bomb tests the nonzero Probe/Stinger entity with 0x00402000: bomb point (x,y+9) against the special entity 0.85-derived 2x6 inclusive hitbox. A hit consumes the bomb and special. If the special is attached state2, decode status is not complete and phase2_elapsed>0, the branch resets decode status to0 and both elapsed counters to0; a phase1-only attachment is consumed without that explicit elapsed reset. Probe and Stinger then take distinct impact-effect/audio branches.",high,established,BIN-WIN-SW-01 0x0040F35F..0x0040F4B8; collision primitive 0x00402000,"Special entity is independently established as 3x8, so common-init 0.85 extents are int(3*0.85)=2 and int(8*0.85)=6; decoder protocol/status globals are independently established by WIN-PROBE-002.",include/drone/gameplay/enemy_bomb.hpp; src/gameplay/enemy_bomb.cpp; src/gameplay/game_session.cpp; tests/test_enemy_bomb_special_collision.cpp; tests/test_game_session.cpp,docs/reverse/ENEMY_BOMBS.md; docs/reverse/SPECIAL_WEAPONS.md; docs/reverse/COLLISION.md; docs/GAME_SESSION.md
WIN-BOMB-006,gameplay/projectiles/collision/player-lifecycle,"The late state-2 bomb loop is per-slot: an active bomb tests Probe/Stinger first and then the active player without rechecking bomb activity, so one overlapping bomb may affect both targets before active_count is decremented once. Player ship.jba is 22x22 with common-init inclusive 18x18 extents. Shielded hits are absorbed; the first unshielded hit may auto-launch a loaded special, deactivates the player and writes the shared spawn gate to -540. Deferred life settlement later requires gate>-356, death-effect activity zero, inactive player, lives>0 and Drone activity!=2 before decrement/reset/respawn-or-game-over.",high,established,BIN-WIN-SW-01 0x0040F330..0x0040F5A3; 0x0041CDF0; 0x0040E272..0x0040E2DB,0x00401780 common 0.85 hitbox initialization plus 22x22 ship.jba yields int(22*0.85)=18 extents; WIN-BOMB-003 independently established shield/lethal consequences and shared gate; WIN-PLAYER lifecycle established deferred life ordering.,include/drone/gameplay/enemy_bomb.hpp; src/gameplay/enemy_bomb.cpp; src/gameplay/game_session.cpp; tests/test_enemy_bomb_player_collision.cpp; tests/test_game_session.cpp,docs/reverse/ENEMY_BOMBS.md; docs/reverse/PLAYER_LIFECYCLE.md; docs/reverse/COLLISION.md; docs/reverse/SHIELD.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-STINGER-001,gameplay/special/targeting,"For red Stinger state1/3/4 movement, Win32 0x0040DF47..0x0040E04E updates shared target pointer 0x004D8508 with exact priority Mothership hole > Gemini nearest active head (equal-distance tie selects B) > Lid/Top top when top state1 and lid frame>3 > Spidey > registered slot2 > Bomber > unresolved dynamic hostile. If no branch qualifies the pointer is retained. Successful special load resets the pointer to dummy 0x0045A708 whose X is 160 and zero width makes desired X 160.",high,established,BIN-WIN-SW-01 0x0040CD47..0x0040CD9D; 0x0040DF47..0x0040E04E,"Reticle path 0x004110DF..0x0041112A independently consumes the same target pointer and falls back to the same dummy when a selected target becomes inactive; known boss/entity mappings corroborate each established priority branch.",include/drone/gameplay/stinger_targeting.hpp; src/gameplay/stinger_targeting.cpp; src/gameplay/game_session.cpp; tests/test_stinger_targeting.cpp; tests/test_game_session.cpp,docs/reverse/SPECIAL_WEAPONS.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-TRAJ-008,gameplay/trajectory/spawn-scheduler,"Win32 live transient-wave scheduling runs only on gameplay phase 2 outside demo playback. Reset derives WORD interval_threshold=310-20*processed-30*difficulty and interval_counter=threshold-30; eligible calls add 3, a threshold crossing resets the counter and forces chance1200, otherwise chance is 3*processed+4*difficulty (recording mode 28). rand()%1200 is consumed before later Drone/activity/group-cap/Mothership suppression gates.",high,established,BIN-WIN-SW-01 0x004181E2..0x00418251; 0x0040D390..0x0040D454,Shared phase scalar 0x0053C4D8 and independently recovered difficulty/processed-Drone globals establish the inputs; exact CRT RNG is WIN-RNG-001.,include/drone/gameplay/trajectory_spawn.hpp; src/gameplay/trajectory_spawn.cpp; src/gameplay/game_session.cpp; tests/test_trajectory_spawn.cpp; tests/test_game_session.cpp,docs/reverse/TRAJECTORY_GROUPS.md; docs/GAME_SESSION.md; docs/PHASE4.md
